125	300	50	300
125	299.9	50	299.9
125	299.8	50	299.8
125	299.7	50	299.7
125	299.6	50	299.6
125	299.5	50	299.5
125	299.4	50	299.4
125	299.3	50	299.3
125	299.2	50	299.2
125	299.1	50	299.1
125	299	50	299
125	298.9	50	298.9
125	298.8	50	298.8
125	298.7	50	298.7
125	298.6	50	298.6
125	298.5	50	298.5
125	298.4	50	298.4
125	298.3	50	298.3
125	298.2	50	298.2
125	298.1	50	298.1
125	298	50	298
125	297.9	50	297.9
125	297.8	50	297.8
125	297.7	50	297.7
125	297.6	50	297.6
125	297.5	50	297.5
125	297.4	50	297.4
125	297.3	50	297.3
125	297.2	50	297.2
125	297.1	50	297.1
125	297	50	297
125	296.9	50	296.9
125	296.8	50	296.8
125	296.7	50	296.7
125	296.6	50	296.6
125	296.5	50	296.5
125	296.4	50	296.4
125	296.3	50	296.3
125	296.2	50	296.2
125	296.1	50	296.1
125	296	50	296
125	295.9	50	295.9
125	295.8	50	295.8
125	295.7	50	295.7
125	295.6	50	295.6
125	295.5	50	295.5
125	295.4	50	295.4
125	295.3	50	295.3
125	295.2	50	295.2
125	295.1	50	295.1
125	295	50	295
125	294.9	50	294.9
125	294.8	50	294.8
125	294.7	50	294.7
125	294.6	50	294.6
125	294.5	50	294.5
125	294.4	50	294.4
125	294.3	50	294.3
125	294.2	50	294.2
125	294.1	50	294.1
125	294	50	294
125	293.9	50	293.9
125	293.8	50	293.8
125	293.7	50	293.7
125	293.6	50	293.6
125	293.5	50	293.5
125	293.4	50	293.4
125	293.3	50	293.3
125	293.2	50	293.2
125	293.1	50	293.1
125	293	50	293
125	292.9	50	292.9
125	292.8	50	292.8
125	292.7	50	292.7
125	292.6	50	292.6
125	292.5	50	292.5
125	292.4	50	292.4
125	292.3	50	292.3
125	292.2	50	292.2
125	292.1	50	292.1
125	292	50	292
125	291.9	50	291.9
125	291.8	50	291.8
125	291.7	50	291.7
125	291.6	50	291.6
125	291.5	50	291.5
125	291.4	50	291.4
125	291.3	50	291.3
125	291.2	50	291.2
125	291.1	50	291.1
125	291	50	291
125	290.9	50	290.9
125	290.8	50	290.8
125	290.7	50	290.7
125	290.6	50	290.6
125	290.5	50	290.5
125	290.4	50	290.4
125	290.3	50	290.3
125	290.2	50	290.2
125	290.1	50	290.1
125	290	50	290
125	289.9	50	289.9
125	289.8	50	289.8
