0	200	0	400
1	200	1	400
2	200	2	400
3	200	3	400
4	200	4	400
5	200	5	400
6	200	6	400
7	200	7	400
8	200	8	400
9	200	9	400
10	200	10	400
11	200	11	400
12	200	12	400
13	200	13	400
14	200	14	400
15	200	15	400
16	200	16	400
17	200	17	400
18	200	18	400
19	200	19	400
20	200	20	400
21	200	21	400
22	200	22	400
23	200	23	400
24	200	24	400
25	200	25	400
26	200	26	400
27	200	27	400
28	200	28	400
29	200	29	400
30	200	30	400
31	200	31	400
32	200	32	400
33	200	33	400
34	200	34	400
35	200	35	400
36	200	36	400
37	200	37	400
38	200	38	400
39	200	39	400
40	200	40	400
41	200	41	400
42	200	42	400
43	200	43	400
44	200	44	400
45	200	45	400
46	200	46	400
47	200	47	400
48	200	48	400
49	200	49	400
50	200	50	400
51	200	51	400
52	200	52	400
53	200	53	400
54	200	54	400
55	200	55	400
56	200	56	400
57	200	57	400
58	200	58	400
59	200	59	400
60	200	60	400
61	200	61	400
62	200	62	400
63	200	63	400
64	200	64	400
65	200	65	400
66	200	66	400
67	200	67	400
68	200	68	400
69	200	69	400
70	200	70	400
71	200	71	400
72	200	72	400
73	200	73	400
74	200	74	400
75	200	75	400
76	200	76	400
77	200	77	400
78	200	78	400
79	200	79	400
80	200	80	400
81	200	81	400
82	200	82	400
83	200	83	400
84	200	84	400
85	200	85	400
86	200	86	400
87	200	87	400
88	200	88	400
89	200	89	400
90	200	90	400
91	200	91	400
92	200	92	400
93	200	93	400
94	200	94	400
95	200	95	400
96	200	96	400
97	200	97	400
98	200	98	400
99	200	99	400
100	200	100	400
101	200	101	400
102	200	102	400
103	200	103	400
104	200	104	400
105	200	105	400
106	200	106	400
107	200	107	400
108	200	108	400
109	200	109	400
110	200	110	400
111	200	111	400
112	200	112	400
113	200	113	400
114	200	114	400
115	200	115	400
116	200	116	400
117	200	117	400
118	200	118	400
119	200	119	400
120	200	120	400
121	200	121	400
122	200	122	400
123	200	123	400
124	200	124	400
125	200	125	400
126	200	126	400
127	200	127	400
128	200	128	400
129	200	129	400
130	200	130	400
131	200	131	400
132	200	132	400
133	200	133	400
134	200	134	400
135	200	135	400
136	200	136	400
137	200	137	400
138	200	138	400
139	200	139	400
140	200	140	400
141	200	141	400
142	200	142	400
143	200	143	400
144	200	144	400
145	200	145	400
146	200	146	400
147	200	147	400
148	200	148	400
149	200	149	400
150	200	150	400
151	200	151	400
152	200	152	400
153	200	153	400
154	200	154	400
155	200	155	400
156	200	156	400
157	200	157	400
158	200	158	400
159	200	159	400
160	200	160	400
161	200	161	400
162	200	162	400
163	200	163	400
164	200	164	400
165	200	165	400
166	200	166	400
167	200	167	400
168	200	168	400
169	200	169	400
170	200	170	400
171	200	171	400
172	200	172	400
173	200	173	400
174	200	174	400
175	200	175	400
176	200	176	400
177	200	177	400
178	200	178	400
179	200	179	400
180	200	180	400
181	200	181	400
182	200	182	400
183	200	183	400
