400	850	400	750
397.5	849.98	398.5	749.99
395	849.95	397	749.97
392.5	849.88	395.5	749.93
390	849.8	394	749.88
387.5	849.68	392.5	749.81
385	849.55	391	749.73
382.51	849.38	389.5	749.63
380.02	849.2	388.01	749.52
377.53	848.98	386.51	749.39
375.04	848.75	385.02	749.25
372.55	848.48	383.53	749.09
370.07	848.2	382.04	748.92
367.59	847.89	380.55	748.73
365.11	847.55	379.06	748.53
362.64	847.19	377.58	748.31
360.17	846.8	376.1	748.08
357.7	846.39	374.62	747.83
355.24	845.96	373.14	747.57
352.78	845.5	371.67	747.3
350.33	845.01	370.19	747
347.88	844.5	368.73	746.7
345.44	843.97	367.26	746.38
343	843.41	365.8	746.04
340.57	842.83	364.34	745.7
338.14	842.22	362.88	745.33
335.72	841.59	361.43	744.95
333.31	840.94	359.99	744.56
330.91	840.26	358.54	744.15
328.51	839.56	357.1	743.73
326.11	838.83	355.67	743.3
323.73	838.08	354.24	742.85
321.35	837.3	352.81	742.38
318.98	836.51	351.39	741.9
316.62	835.68	349.97	741.41
314.27	834.84	348.56	740.9
311.93	833.97	347.15	740.38
309.59	833.08	345.75	739.84
307.26	832.16	344.36	739.29
304.95	831.22	342.97	738.73
302.64	830.26	341.58	738.15
300.34	829.28	340.2	737.56
298.05	828.27	338.83	736.96
295.78	827.24	337.46	736.34
293.51	826.18	336.1	735.71
291.25	825.11	334.75	735.06
289.01	824.01	333.4	734.4
286.77	822.89	332.06	733.73
284.55	821.74	330.73	733.04
282.34	820.58	329.4	732.34
280.14	819.39	328.08	731.63
277.95	818.18	326.77	730.91
275.77	816.95	325.46	730.17
273.61	815.7	324.16	729.42
271.46	814.42	322.87	728.65
269.32	813.13	321.59	727.87
267.2	811.81	320.32	727.08
265.09	810.47	319.05	726.28
262.99	809.11	317.79	725.46
260.9	807.73	316.54	724.64
258.83	806.33	315.3	723.8
256.78	804.91	314.06	722.94
254.74	803.46	312.84	722.08
252.71	802	311.62	721.2
250.7	800.52	310.42	720.31
248.7	799.02	309.22	719.41
246.72	797.49	308.03	718.49
244.75	795.95	306.85	717.57
242.8	794.39	305.68	716.63
240.86	792.81	304.51	715.68
238.94	791.21	303.36	714.72
237.04	789.59	302.22	713.75
235.15	787.95	301.09	712.77
233.28	786.29	299.96	711.77
231.42	784.61	298.85	710.77
229.59	782.92	297.75	709.75
227.76	781.2	296.66	708.72
225.96	779.47	295.57	707.68
224.18	777.72	294.5	706.63
222.41	775.96	293.44	705.57
220.66	774.17	292.39	704.5
218.92	772.37	291.35	703.42
217.21	770.55	290.32	702.33
215.51	768.71	289.31	701.23
213.83	766.86	288.3	700.11
212.17	764.99	287.3	698.99
210.53	763.1	286.32	697.86
208.91	761.2	285.35	696.72
207.31	759.28	284.38	695.57
205.73	757.35	283.43	694.41
204.16	755.4	282.5	693.24
202.62	753.43	281.57	692.06
201.09	751.45	280.65	690.87
199.59	749.45	279.75	689.67
198.11	747.44	278.86	688.46
196.64	745.42	277.98	687.25
195.2	743.37	277.12	686.02
193.77	741.32	276.26	684.79
192.37	739.25	275.42	683.55
190.99	737.17	274.59	682.3
189.63	735.07	273.77	681.04
188.29	732.96	272.97	679.77
186.97	730.84	272.18	678.5
185.67	728.7	271.4	677.22
184.39	726.55	270.63	675.93
183.14	724.39	269.88	674.63
181.91	722.21	269.14	673.33
180.69	720.03	268.41	672.01
179.51	717.83	267.7	670.69
178.34	715.62	267	669.37
177.19	713.39	266.31	668.03
176.07	711.16	265.64	666.69
174.97	708.92	264.98	665.35
173.89	706.66	264.33	663.99
172.84	704.39	263.7	662.63
171.8	702.12	263.08	661.27
170.79	699.83	262.47	659.9
169.81	697.53	261.88	658.52
168.84	695.23	261.3	657.13
167.9	692.91	260.74	655.74
166.99	690.58	260.19	654.35
