649	550	649	600
648	550	648	600
647	550	647	600
646	550	646	600
645	550	645	600
644	550	644	600
643	550	643	600
642	550	642	600
641	550	641	600
640	550	640	600
639	550	639	600
638	550	638	600
637	550	637	600
636	550	636	600
635	550	635	600
634	550	634	600
633	550	633	600
632	550	632	600
631	550	631	600
630	550	630	600
629	550	629	600
628	550	628	600
627	550	627	600
626	550	626	600
625	550	625	600
624	550	624	600
623	550	623	600
622	550	622	600
621	550	621	600
620	550	620	600
619	550	619	600
618	550	618	600
617	550	617	600
616	550	616	600
615	550	615	600
614	550	614	600
613	550	613	600
612	550	612	600
611	550	611	600
610	550	610	600
609	550	609	600
608	550	608	600
607	550	607	600
606	550	606	600
605	550	605	600
604	550	604	600
603	550	603	600
602	550	602	600
601	550	601	600
600	550	600	600
599	550	599	600
598	550	598	600
597	550	597	600
596	550	596	600
595	550	595	600
594	550	594	600
593	550	593	600
592	550	592	600
591	550	591	600
590	550	590	600
589	550	589	600
588	550	588	600
587	550	587	600
586	550	586	600
585	550	585	600
584	550	584	600
583	550	583	600
582	550	582	600
581	550	581	600
580	550	580	600
579	550	579	600
578	550	578	600
577	550	577	600
576	550	576	600
575	550	575	600
574	550	574	600
573	550	573	600
572	550	572	600
571	550	571	600
570	550	570	600
569	550	569	600
568	550	568	600
567	550	567	600
566	550	566	600
565	550	565	600
564	550	564	600
563	550	563	600
562	550	562	600
561	550	561	600
560	550	560	600
559	550	559	600
558	550	558	600
557	550	557	600
556	550	556	600
555	550	555	600
554	550	554	600
553	550	553	600
552	550	552	600
551	550	551	600
550	550	550	600
549	550	549	600
548	550	548	600
547	550	547	600
546	550	546	600
545	550	545	600
544	550	544	600
543	550	543	600
542	550	542	600
541	550	541	600
540	550	540	600
539	550	539	600
538	550	538	600
537	550	537	600
536	550	536	600
535	550	535	600
534	550	534	600
533	550	533	600
532	550	532	600
531	550	531	600
530	550	530	600
529	550	529	600
528	550	528	600
527	550	527	600
526	550	526	600
525	550	525	600
524	550	524	600
523	550	523	600
522	550	522	600
521	550	521	600
520	550	520	600
519	550	519	600
518	550	518	600
517	550	517	600
516	550	516	600
515	550	515	600
514	550	514	600
513	550	513	600
512	550	512	600
511	550	511	600
510	550	510	600
509	550	509	600
508	550	508	600
507	550	507	600
506	550	506	600
505	550	505	600
504	550	504	600
503	550	503	600
502	550	502	600
501	550	501	600
500	550	500	600
499	550	499	600
498	550	498	600
497	550	497	600
496	550	496	600
495	550	495	600
494	550	494	600
493	550	493	600
492	550	492	600
491	550	491	600
490	550	490	600
489	550	489	600
488	550	488	600
487	550	487	600
486	550	486	600
485	550	485	600
484	550	484	600
483	550	483	600
482	550	482	600
481	550	481	600
480	550	480	600
479	550	479	600
478	550	478	600
477	550	477	600
476	550	476	600
475	550	475	600
474	550	474	600
473	550	473	600
472	550	472	600
471	550	471	600
470	550	470	600
469	550	469	600
468	550	468	600
467	550	467	600
466	550	466	600
465	550	465	600
464	550	464	600
463	550	463	600
462	550	462	600
461	550	461	600
460	550	460	600
459	550	459	600
458	550	458	600
457	550	457	600
456	550	456	600
455	550	455	600
454	550	454	600
453	550	453	600
452	550	452	600
451	550	451	600
450	550	450	600
449	550	449	600
448	550	448	600
447	550	447	600
446	550	446	600
445	550	445	600
444	550	444	600
